category,scientific_name,common_names,conservation_status,park_name,observations
Vascular Plant,Dicentra formosa,Pacific Bleeding Heart,No Intervention,Bryce National Park,97
Vascular Plant,Dicentra formosa,Pacific Bleeding Heart,No Intervention,Great Smoky Mountains National Park,73
Vascular Plant,Dicentra pauciflora,Shorthorn Steer's-Head,No Intervention,Great Smoky Mountains National Park,45
Vascular Plant,Dicentra pauciflora,Shorthorn Steer's-Head,No Intervention,Bryce National Park,75
Vascular Plant,Dicentra pauciflora,Shorthorn Steer's-Head,No Intervention,Yosemite National Park,158
Vascular Plant,Dicentra pauciflora,Shorthorn Steer's-Head,No Intervention,Yellowstone National Park,232
Vascular Plant,Eschscholzia caespitosa,Tufted Poppy,No Intervention,Yellowstone National Park,264
Vascular Plant,Eschscholzia caespitosa,Tufted Poppy,No Intervention,Yosemite National Park,151
Vascular Plant,Eschscholzia caespitosa,Tufted Poppy,No Intervention,Bryce National Park,94
Vascular Plant,Eschscholzia caespitosa,Tufted Poppy,No Intervention,Great Smoky Mountains National Park,92
Vascular Plant,Eschscholzia californica,"California Goldenpoppy, California Poppy",No Intervention,Bryce National Park,71
Vascular Plant,Eschscholzia californica,"California Goldenpoppy, California Poppy",No Intervention,Yosemite National Park,129
Vascular Plant,Eschscholzia californica,"California Goldenpoppy, California Poppy",No Intervention,Great Smoky Mountains National Park,53
Vascular Plant,Eschscholzia californica,"California Goldenpoppy, California Poppy",No Intervention,Yellowstone National Park,235
Vascular Plant,Eschscholzia hypecoides,San Benito Poppy,No Intervention,Bryce National Park,106
Vascular Plant,Eschscholzia hypecoides,San Benito Poppy,No Intervention,Great Smoky Mountains National Park,48
Vascular Plant,Eschscholzia hypecoides,San Benito Poppy,No Intervention,Yosemite National Park,141
Vascular Plant,Eschscholzia hypecoides,San Benito Poppy,No Intervention,Yellowstone National Park,245
Vascular Plant,Platystemon californicus,"California Creamcups, Creamcups",No Intervention,Bryce National Park,76
Vascular Plant,Platystemon californicus,"California Creamcups, Creamcups",No Intervention,Yosemite National Park,135
Vascular Plant,Platystemon californicus,"California Creamcups, Creamcups",No Intervention,Yellowstone National Park,261
Vascular Plant,Platystemon californicus,"California Creamcups, Creamcups",No Intervention,Great Smoky Mountains National Park,100
Vascular Plant,Romneya coulteri,Coulter's Matilija Poppy,Species of Concern,Bryce National Park,101
Vascular Plant,Romneya coulteri,Coulter's Matilija Poppy,Species of Concern,Yosemite National Park,125
Vascular Plant,Romneya coulteri,Coulter's Matilija Poppy,Species of Concern,Great Smoky Mountains National Park,67
Vascular Plant,Romneya coulteri,Coulter's Matilija Poppy,Species of Concern,Yellowstone National Park,215
Vascular Plant,Aconitum columbianum,Columbian Monkshood,No Intervention,Yosemite National Park,136
Vascular Plant,Aconitum columbianum,Columbian Monkshood,No Intervention,Great Smoky Mountains National Park,77
Vascular Plant,Aconitum columbianum,Columbian Monkshood,No Intervention,Bryce National Park,63
Vascular Plant,Aconitum columbianum,Columbian Monkshood,No Intervention,Yellowstone National Park,242
Vascular Plant,Anemone drummondii,Drummond's Anemone,No Intervention,Yellowstone National Park,257
Vascular Plant,Anemone drummondii,Drummond's Anemone,No Intervention,Great Smoky Mountains National Park,119
Vascular Plant,Anemone drummondii,Drummond's Anemone,No Intervention,Bryce National Park,81
Vascular Plant,Anemone drummondii,Drummond's Anemone,No Intervention,Yosemite National Park,136
Vascular Plant,Anemone occidentalis,White Pasqueflower,No Intervention,Yosemite National Park,148
Vascular Plant,Anemone occidentalis,White Pasqueflower,No Intervention,Great Smoky Mountains National Park,82
Vascular Plant,Anemone occidentalis,White Pasqueflower,No Intervention,Bryce National Park,90
Vascular Plant,Anemone occidentalis,White Pasqueflower,No Intervention,Yellowstone National Park,264
Vascular Plant,Aquilegia formosa,"Crimson Columbine, Western Columbine",No Intervention,Great Smoky Mountains National Park,58
Vascular Plant,Aquilegia formosa,"Crimson Columbine, Western Columbine",No Intervention,Bryce National Park,112
Vascular Plant,Aquilegia formosa,"Crimson Columbine, Western Columbine",No Intervention,Yosemite National Park,135
Vascular Plant,Aquilegia formosa,"Crimson Columbine, Western Columbine",No Intervention,Yellowstone National Park,234
Vascular Plant,Aquilegia pubescens,Sierra Columbine,No Intervention,Yosemite National Park,175
Vascular Plant,Aquilegia pubescens,Sierra Columbine,No Intervention,Bryce National Park,120
Vascular Plant,Aquilegia pubescens,Sierra Columbine,No Intervention,Yellowstone National Park,261
Vascular Plant,Aquilegia pubescens,Sierra Columbine,No Intervention,Great Smoky Mountains National Park,49
Vascular Plant,Clematis lasiantha,Pipestem Clematis,No Intervention,Yellowstone National Park,266
Vascular Plant,Clematis lasiantha,Pipestem Clematis,No Intervention,Great Smoky Mountains National Park,67
Vascular Plant,Clematis lasiantha,Pipestem Clematis,No Intervention,Bryce National Park,103
Vascular Plant,Clematis lasiantha,Pipestem Clematis,No Intervention,Yosemite National Park,155
Vascular Plant,Delphinium depauperatum,"Slim Larkspur, Wand Larkspur",No Intervention,Yosemite National Park,132
Vascular Plant,Delphinium depauperatum,"Slim Larkspur, Wand Larkspur",No Intervention,Great Smoky Mountains National Park,101
Vascular Plant,Delphinium depauperatum,"Slim Larkspur, Wand Larkspur",No Intervention,Bryce National Park,90
Vascular Plant,Delphinium depauperatum,"Slim Larkspur, Wand Larkspur",No Intervention,Yellowstone National Park,222
Vascular Plant,Delphinium gracilentum,Pine Forest Larkspur,No Intervention,Great Smoky Mountains National Park,75
Vascular Plant,Delphinium gracilentum,Pine Forest Larkspur,No Intervention,Yellowstone National Park,265
Vascular Plant,Delphinium gracilentum,Pine Forest Larkspur,No Intervention,Yosemite National Park,159
Vascular Plant,Delphinium gracilentum,Pine Forest Larkspur,No Intervention,Bryce National Park,110
Vascular Plant,Delphinium hansenii ssp. hansenii,Eldorado Larkspur,No Intervention,Yellowstone National Park,284
Vascular Plant,Delphinium hansenii ssp. hansenii,Eldorado Larkspur,No Intervention,Yosemite National Park,136
Vascular Plant,Delphinium hansenii ssp. hansenii,Eldorado Larkspur,No Intervention,Great Smoky Mountains National Park,56
Vascular Plant,Delphinium hansenii ssp. hansenii,Eldorado Larkspur,No Intervention,Bryce National Park,73
Vascular Plant,Delphinium nudicaule,Red Larkspur,No Intervention,Yosemite National Park,160
Vascular Plant,Delphinium nudicaule,Red Larkspur,No Intervention,Yellowstone National Park,261
Vascular Plant,Delphinium nudicaule,Red Larkspur,No Intervention,Great Smoky Mountains National Park,66
Vascular Plant,Delphinium nudicaule,Red Larkspur,No Intervention,Bryce National Park,104
Vascular Plant,Delphinium patens ssp. patens,Zigzag Larkspur,No Intervention,Yellowstone National Park,253
Vascular Plant,Delphinium patens ssp. patens,Zigzag Larkspur,No Intervention,Great Smoky Mountains National Park,94
Vascular Plant,Delphinium patens ssp. patens,Zigzag Larkspur,No Intervention,Yosemite National Park,176
Vascular Plant,Delphinium patens ssp. patens,Zigzag Larkspur,No Intervention,Bryce National Park,122
Vascular Plant,Delphinium polycladon,"Marsh Larkspur, Mountain Marsh Larkspur",No Intervention,Yellowstone National Park,274
Vascular Plant,Delphinium polycladon,"Marsh Larkspur, Mountain Marsh Larkspur",No Intervention,Great Smoky Mountains National Park,83
Vascular Plant,Delphinium polycladon,"Marsh Larkspur, Mountain Marsh Larkspur",No Intervention,Yosemite National Park,118
Vascular Plant,Delphinium polycladon,"Marsh Larkspur, Mountain Marsh Larkspur",No Intervention,Bryce National Park,88
Vascular Plant,Kumlienia hystricula,Waterfall False Buttercup,No Intervention,Yosemite National Park,140
Vascular Plant,Kumlienia hystricula,Waterfall False Buttercup,No Intervention,Great Smoky Mountains National Park,46
Vascular Plant,Kumlienia hystricula,Waterfall False Buttercup,No Intervention,Bryce National Park,77
Vascular Plant,Kumlienia hystricula,Waterfall False Buttercup,No Intervention,Yellowstone National Park,229
Vascular Plant,Ranunculus alismifolius var. alismellus,Plantainleaf Buttercup,No Intervention,Yellowstone National Park,251
Vascular Plant,Ranunculus alismifolius var. alismellus,Plantainleaf Buttercup,No Intervention,Great Smoky Mountains National Park,90
Vascular Plant,Ranunculus alismifolius var. alismellus,Plantainleaf Buttercup,No Intervention,Yosemite National Park,154
Vascular Plant,Ranunculus alismifolius var. alismellus,Plantainleaf Buttercup,No Intervention,Bryce National Park,83
Vascular Plant,Ranunculus alismifolius var. alismifolius,Plantainleaf Buttercup,No Intervention,Yosemite National Park,148
Vascular Plant,Ranunculus alismifolius var. alismifolius,Plantainleaf Buttercup,No Intervention,Bryce National Park,104
Vascular Plant,Ranunculus alismifolius var. alismifolius,Plantainleaf Buttercup,No Intervention,Yellowstone National Park,284
Vascular Plant,Ranunculus alismifolius var. alismifolius,Plantainleaf Buttercup,No Intervention,Great Smoky Mountains National Park,90
Vascular Plant,Ranunculus californicus,California Buttercup,No Intervention,Yosemite National Park,169
Vascular Plant,Ranunculus californicus,California Buttercup,No Intervention,Great Smoky Mountains National Park,127
Vascular Plant,Ranunculus californicus,California Buttercup,No Intervention,Bryce National Park,79
Vascular Plant,Ranunculus californicus,California Buttercup,No Intervention,Yellowstone National Park,292
Vascular Plant,Ranunculus cymbalaria var. saximontanus,Rocky Mountain Buttercup,No Intervention,Yellowstone National Park,227
Vascular Plant,Ranunculus cymbalaria var. saximontanus,Rocky Mountain Buttercup,No Intervention,Bryce National Park,113
Vascular Plant,Ranunculus cymbalaria var. saximontanus,Rocky Mountain Buttercup,No Intervention,Great Smoky Mountains National Park,71
Vascular Plant,Ranunculus cymbalaria var. saximontanus,Rocky Mountain Buttercup,No Intervention,Yosemite National Park,162
Vascular Plant,Ranunculus eschscholtzii var. oxynotus,Eschscholtz's Buttercup,No Intervention,Great Smoky Mountains National Park,68
Vascular Plant,Ranunculus eschscholtzii var. oxynotus,Eschscholtz's Buttercup,No Intervention,Yosemite National Park,158
Vascular Plant,Ranunculus eschscholtzii var. oxynotus,Eschscholtz's Buttercup,No Intervention,Yellowstone National Park,263
Vascular Plant,Ranunculus eschscholtzii var. oxynotus,Eschscholtz's Buttercup,No Intervention,Bryce National Park,124
Vascular Plant,Ranunculus flammula,"Greater Creeping Spearwort, Spearwort Buttercup",No Intervention,Great Smoky Mountains National Park,97
Vascular Plant,Ranunculus flammula,"Greater Creeping Spearwort, Spearwort Buttercup",No Intervention,Yosemite National Park,133
Vascular Plant,Ranunculus flammula,"Greater Creeping Spearwort, Spearwort Buttercup",No Intervention,Yellowstone National Park,240
Vascular Plant,Ranunculus flammula,"Greater Creeping Spearwort, Spearwort Buttercup",No Intervention,Bryce National Park,106
Vascular Plant,Ranunculus hebecarpus,"Delicate Buttercup, Downy-Fruit Buttercup",No Intervention,Great Smoky Mountains National Park,80
Vascular Plant,Ranunculus hebecarpus,"Delicate Buttercup, Downy-Fruit Buttercup",No Intervention,Yosemite National Park,168
Vascular Plant,Ranunculus hebecarpus,"Delicate Buttercup, Downy-Fruit Buttercup",No Intervention,Bryce National Park,108
Vascular Plant,Ranunculus hebecarpus,"Delicate Buttercup, Downy-Fruit Buttercup",No Intervention,Yellowstone National Park,270
Vascular Plant,Ranunculus muricatus,Spinyfruit Buttercup,No Intervention,Great Smoky Mountains National Park,34
Vascular Plant,Ranunculus muricatus,Spinyfruit Buttercup,No Intervention,Bryce National Park,125
Vascular Plant,Ranunculus muricatus,Spinyfruit Buttercup,No Intervention,Yosemite National Park,128
Vascular Plant,Ranunculus muricatus,Spinyfruit Buttercup,No Intervention,Yellowstone National Park,257
Vascular Plant,Ranunculus occidentalis,Western Buttercup,No Intervention,Bryce National Park,74
Vascular Plant,Ranunculus occidentalis,Western Buttercup,No Intervention,Great Smoky Mountains National Park,69
Vascular Plant,Ranunculus occidentalis,Western Buttercup,No Intervention,Yosemite National Park,135
Vascular Plant,Ranunculus occidentalis,Western Buttercup,No Intervention,Yellowstone National Park,252
Vascular Plant,Ranunculus orthorhynchus var. orthorhynchus,Straightbeak Buttercup,No Intervention,Yosemite National Park,153
Vascular Plant,Ranunculus orthorhynchus var. orthorhynchus,Straightbeak Buttercup,No Intervention,Bryce National Park,104
Vascular Plant,Ranunculus orthorhynchus var. orthorhynchus,Straightbeak Buttercup,No Intervention,Great Smoky Mountains National Park,48
Vascular Plant,Ranunculus orthorhynchus var. orthorhynchus,Straightbeak Buttercup,No Intervention,Yellowstone National Park,240
Vascular Plant,Thalictrum fendleri,"Fendler's Meadowrue, Fendler's Meadow-Rue",No Intervention,Yosemite National Park,146
Vascular Plant,Thalictrum fendleri,"Fendler's Meadowrue, Fendler's Meadow-Rue",No Intervention,Yellowstone National Park,276
Vascular Plant,Thalictrum fendleri,"Fendler's Meadowrue, Fendler's Meadow-Rue",No Intervention,Bryce National Park,79
Vascular Plant,Thalictrum fendleri,"Fendler's Meadowrue, Fendler's Meadow-Rue",No Intervention,Great Smoky Mountains National Park,70
Vascular Plant,Thalictrum fendleri var. fendleri,"Fendler's Meadowrue, Fendler's Meadow-Rue",No Intervention,Yosemite National Park,160
Vascular Plant,Thalictrum fendleri var. fendleri,"Fendler's Meadowrue, Fendler's Meadow-Rue",No Intervention,Great Smoky Mountains National Park,94
Vascular Plant,Thalictrum fendleri var. fendleri,"Fendler's Meadowrue, Fendler's Meadow-Rue",No Intervention,Yellowstone National Park,276
Vascular Plant,Thalictrum fendleri var. fendleri,"Fendler's Meadowrue, Fendler's Meadow-Rue",No Intervention,Bryce National Park,103
Vascular Plant,Thalictrum fendleri var. polycarpum,"Fendler's Meadow-Rue, Manyfruit Meadowrue",No Intervention,Great Smoky Mountains National Park,55
Vascular Plant,Thalictrum fendleri var. polycarpum,"Fendler's Meadow-Rue, Manyfruit Meadowrue",No Intervention,Yosemite National Park,141
Vascular Plant,Thalictrum fendleri var. polycarpum,"Fendler's Meadow-Rue, Manyfruit Meadowrue",No Intervention,Yellowstone National Park,215
Vascular Plant,Thalictrum fendleri var. polycarpum,"Fendler's Meadow-Rue, Manyfruit Meadowrue",No Intervention,Bryce National Park,111
Vascular Plant,Thalictrum sparsiflorum,"Fewflower Meadowrue, Fewflower Meadow-Rue",No Intervention,Great Smoky Mountains National Park,54
Vascular Plant,Thalictrum sparsiflorum,"Fewflower Meadowrue, Fewflower Meadow-Rue",No Intervention,Yosemite National Park,145
Vascular Plant,Thalictrum sparsiflorum,"Fewflower Meadowrue, Fewflower Meadow-Rue",No Intervention,Yellowstone National Park,255
Vascular Plant,Thalictrum sparsiflorum,"Fewflower Meadowrue, Fewflower Meadow-Rue",No Intervention,Bryce National Park,91
Vascular Plant,Ceanothus cordulatus,Whitethorn Ceanothus,No Intervention,Yosemite National Park,147
Vascular Plant,Ceanothus cordulatus,Whitethorn Ceanothus,No Intervention,Bryce National Park,121
Vascular Plant,Ceanothus cordulatus,Whitethorn Ceanothus,No Intervention,Great Smoky Mountains National Park,76
Vascular Plant,Ceanothus cordulatus,Whitethorn Ceanothus,No Intervention,Yellowstone National Park,249
Vascular Plant,Ceanothus cuneatus var. cuneatus,Buckbrush,No Intervention,Great Smoky Mountains National Park,47
Vascular Plant,Ceanothus cuneatus var. cuneatus,Buckbrush,No Intervention,Bryce National Park,107
Vascular Plant,Ceanothus cuneatus var. cuneatus,Buckbrush,No Intervention,Yosemite National Park,131
Vascular Plant,Ceanothus cuneatus var. cuneatus,Buckbrush,No Intervention,Yellowstone National Park,234
Vascular Plant,Ceanothus diversifolius,Pinemat,No Intervention,Great Smoky Mountains National Park,93
Vascular Plant,Ceanothus diversifolius,Pinemat,No Intervention,Bryce National Park,61
Vascular Plant,Ceanothus diversifolius,Pinemat,No Intervention,Yellowstone National Park,258
Vascular Plant,Ceanothus diversifolius,Pinemat,No Intervention,Yosemite National Park,160
Vascular Plant,Ceanothus fresnensis,Fresno Mat,No Intervention,Great Smoky Mountains National Park,80
Vascular Plant,Ceanothus fresnensis,Fresno Mat,No Intervention,Bryce National Park,97
Vascular Plant,Ceanothus fresnensis,Fresno Mat,No Intervention,Yosemite National Park,140
Vascular Plant,Ceanothus fresnensis,Fresno Mat,No Intervention,Yellowstone National Park,255
Vascular Plant,Ceanothus integerrimus,"Deerbrush, Deerbrush Ceanothus",No Intervention,Yellowstone National Park,266
Vascular Plant,Ceanothus integerrimus,"Deerbrush, Deerbrush Ceanothus",No Intervention,Yosemite National Park,164
Vascular Plant,Ceanothus integerrimus,"Deerbrush, Deerbrush Ceanothus",No Intervention,Bryce National Park,88
Vascular Plant,Ceanothus integerrimus,"Deerbrush, Deerbrush Ceanothus",No Intervention,Great Smoky Mountains National Park,55
Vascular Plant,Ceanothus leucodermis,Chaparral Whitethorn,No Intervention,Yellowstone National Park,276
Vascular Plant,Ceanothus leucodermis,Chaparral Whitethorn,No Intervention,Yosemite National Park,129
Vascular Plant,Ceanothus leucodermis,Chaparral Whitethorn,No Intervention,Great Smoky Mountains National Park,43
Vascular Plant,Ceanothus leucodermis,Chaparral Whitethorn,No Intervention,Bryce National Park,130
Vascular Plant,Ceanothus parvifolius,Littleleaf Ceanothus,No Intervention,Bryce National Park,114
Vascular Plant,Ceanothus parvifolius,Littleleaf Ceanothus,No Intervention,Great Smoky Mountains National Park,74
Vascular Plant,Ceanothus parvifolius,Littleleaf Ceanothus,No Intervention,Yosemite National Park,177
Vascular Plant,Ceanothus parvifolius,Littleleaf Ceanothus,No Intervention,Yellowstone National Park,228
Vascular Plant,Rhamnus ilicifolia,Hollyleaf Redberry,No Intervention,Yellowstone National Park,261
Vascular Plant,Rhamnus ilicifolia,Hollyleaf Redberry,No Intervention,Great Smoky Mountains National Park,111
Vascular Plant,Rhamnus ilicifolia,Hollyleaf Redberry,No Intervention,Bryce National Park,91
Vascular Plant,Rhamnus ilicifolia,Hollyleaf Redberry,No Intervention,Yosemite National Park,146
Vascular Plant,Rhamnus rubra,Red Buckthorn,No Intervention,Yosemite National Park,168
Vascular Plant,Rhamnus rubra,Red Buckthorn,No Intervention,Great Smoky Mountains National Park,88
Vascular Plant,Rhamnus rubra,Red Buckthorn,No Intervention,Yellowstone National Park,248
Vascular Plant,Rhamnus rubra,Red Buckthorn,No Intervention,Bryce National Park,92
Vascular Plant,Adenostoma fasciculatum,Chamise,No Intervention,Great Smoky Mountains National Park,57
Vascular Plant,Adenostoma fasciculatum,Chamise,No Intervention,Yellowstone National Park,245
Vascular Plant,Adenostoma fasciculatum,Chamise,No Intervention,Bryce National Park,128
Vascular Plant,Adenostoma fasciculatum,Chamise,No Intervention,Yosemite National Park,148
Vascular Plant,Amelanchier utahensis,"Utah Serviceberry, Utah Shadberry, Western Serviceberry",No Intervention,Great Smoky Mountains National Park,66
Vascular Plant,Amelanchier utahensis,"Utah Serviceberry, Utah Shadberry, Western Serviceberry",No Intervention,Yosemite National Park,134
Vascular Plant,Amelanchier utahensis,"Utah Serviceberry, Utah Shadberry, Western Serviceberry",No Intervention,Bryce National Park,111
Vascular Plant,Amelanchier utahensis,"Utah Serviceberry, Utah Shadberry, Western Serviceberry",No Intervention,Yellowstone National Park,242
Vascular Plant,Cercocarpus betuloides var. betuloides,Birch-Leaf Mountain-Mahogany,No Intervention,Yellowstone National Park,269
Vascular Plant,Cercocarpus betuloides var. betuloides,Birch-Leaf Mountain-Mahogany,No Intervention,Great Smoky Mountains National Park,93
Vascular Plant,Cercocarpus betuloides var. betuloides,Birch-Leaf Mountain-Mahogany,No Intervention,Bryce National Park,79
Vascular Plant,Cercocarpus betuloides var. betuloides,Birch-Leaf Mountain-Mahogany,No Intervention,Yosemite National Park,146
Vascular Plant,Chamaebatia foliolosa,Mountain Misery,No Intervention,Bryce National Park,78
Vascular Plant,Chamaebatia foliolosa,Mountain Misery,No Intervention,Yellowstone National Park,277
Vascular Plant,Chamaebatia foliolosa,Mountain Misery,No Intervention,Great Smoky Mountains National Park,44
Vascular Plant,Chamaebatia foliolosa,Mountain Misery,No Intervention,Yosemite National Park,166
Vascular Plant,Chamaebatiaria millefolium,"Desert Sweet, Fernbush",No Intervention,Great Smoky Mountains National Park,48
Vascular Plant,Chamaebatiaria millefolium,"Desert Sweet, Fernbush",No Intervention,Yosemite National Park,152
Vascular Plant,Chamaebatiaria millefolium,"Desert Sweet, Fernbush",No Intervention,Yellowstone National Park,215
Vascular Plant,Chamaebatiaria millefolium,"Desert Sweet, Fernbush",No Intervention,Bryce National Park,80
Vascular Plant,Geum macrophyllum,"Largeleaf Avens, Large-Leaf Avens",No Intervention,Bryce National Park,84
Vascular Plant,Geum macrophyllum,"Largeleaf Avens, Large-Leaf Avens",No Intervention,Great Smoky Mountains National Park,77
Vascular Plant,Geum macrophyllum,"Largeleaf Avens, Large-Leaf Avens",No Intervention,Yosemite National Park,119
Vascular Plant,Geum macrophyllum,"Largeleaf Avens, Large-Leaf Avens",No Intervention,Yellowstone National Park,263
Vascular Plant,Holodiscus discolor,"Creambush, Creambush Oceanspray, Hillside Oceanspray, Oceanspray",No Intervention,Yosemite National Park,134
Vascular Plant,Holodiscus discolor,"Creambush, Creambush Oceanspray, Hillside Oceanspray, Oceanspray",No Intervention,Great Smoky Mountains National Park,77
Vascular Plant,Holodiscus discolor,"Creambush, Creambush Oceanspray, Hillside Oceanspray, Oceanspray",No Intervention,Bryce National Park,100
Vascular Plant,Holodiscus discolor,"Creambush, Creambush Oceanspray, Hillside Oceanspray, Oceanspray",No Intervention,Yellowstone National Park,233
Vascular Plant,Horkelia californica ssp. dissita,California Horkelia,No Intervention,Great Smoky Mountains National Park,105
Vascular Plant,Horkelia californica ssp. dissita,California Horkelia,No Intervention,Yosemite National Park,123
Vascular Plant,Horkelia californica ssp. dissita,California Horkelia,No Intervention,Yellowstone National Park,205
Vascular Plant,Horkelia californica ssp. dissita,California Horkelia,No Intervention,Bryce National Park,97
Vascular Plant,Horkelia fusca ssp. parviflora,Smallflower Horkelia,No Intervention,Yosemite National Park,165
Vascular Plant,Horkelia fusca ssp. parviflora,Smallflower Horkelia,No Intervention,Yellowstone National Park,284
Vascular Plant,Horkelia fusca ssp. parviflora,Smallflower Horkelia,No Intervention,Bryce National Park,108
Vascular Plant,Horkelia fusca ssp. parviflora,Smallflower Horkelia,No Intervention,Great Smoky Mountains National Park,39
Vascular Plant,Horkelia tridentata ssp. tridentata,Threetooth Horkelia,No Intervention,Bryce National Park,117
Vascular Plant,Horkelia tridentata ssp. tridentata,Threetooth Horkelia,No Intervention,Yosemite National Park,186
Vascular Plant,Horkelia tridentata ssp. tridentata,Threetooth Horkelia,No Intervention,Great Smoky Mountains National Park,68
Vascular Plant,Horkelia tridentata ssp. tridentata,Threetooth Horkelia,No Intervention,Yellowstone National Park,238
Vascular Plant,Ivesia lycopodioides ssp. lycopodioides,"Clubmoss Ivesia, Clubmoss Mousetail",No Intervention,Great Smoky Mountains National Park,99
Vascular Plant,Ivesia lycopodioides ssp. lycopodioides,"Clubmoss Ivesia, Clubmoss Mousetail",No Intervention,Yosemite National Park,157
Vascular Plant,Ivesia lycopodioides ssp. lycopodioides,"Clubmoss Ivesia, Clubmoss Mousetail",No Intervention,Yellowstone National Park,209
Vascular Plant,Ivesia lycopodioides ssp. lycopodioides,"Clubmoss Ivesia, Clubmoss Mousetail",No Intervention,Bryce National Park,118
Vascular Plant,Ivesia lycopodioides ssp. megalopetala,Clubmoss Mousetail,No Intervention,Great Smoky Mountains National Park,47
Vascular Plant,Ivesia lycopodioides ssp. megalopetala,Clubmoss Mousetail,No Intervention,Yosemite National Park,172
Vascular Plant,Ivesia lycopodioides ssp. megalopetala,Clubmoss Mousetail,No Intervention,Bryce National Park,105
Vascular Plant,Ivesia lycopodioides ssp. megalopetala,Clubmoss Mousetail,No Intervention,Yellowstone National Park,253
Vascular Plant,Ivesia muirii,Granite Mousetail,No Intervention,Yosemite National Park,157
Vascular Plant,Ivesia muirii,Granite Mousetail,No Intervention,Bryce National Park,130
Vascular Plant,Ivesia muirii,Granite Mousetail,No Intervention,Great Smoky Mountains National Park,44
Vascular Plant,Ivesia muirii,Granite Mousetail,No Intervention,Yellowstone National Park,259
Vascular Plant,Ivesia pygmaea,"Dwarf Ivesia, Dwarf Mousetail",No Intervention,Yosemite National Park,139
Vascular Plant,Ivesia pygmaea,"Dwarf Ivesia, Dwarf Mousetail",No Intervention,Yellowstone National Park,212
Vascular Plant,Ivesia pygmaea,"Dwarf Ivesia, Dwarf Mousetail",No Intervention,Great Smoky Mountains National Park,58
Vascular Plant,Ivesia pygmaea,"Dwarf Ivesia, Dwarf Mousetail",No Intervention,Bryce National Park,103
Vascular Plant,Ivesia santolinoides,Sierra Mousetail,No Intervention,Yosemite National Park,137
Vascular Plant,Ivesia santolinoides,Sierra Mousetail,No Intervention,Great Smoky Mountains National Park,56
Vascular Plant,Ivesia santolinoides,Sierra Mousetail,No Intervention,Yellowstone National Park,248
Vascular Plant,Ivesia santolinoides,Sierra Mousetail,No Intervention,Bryce National Park,126
Vascular Plant,Ivesia shockleyi var. shockleyi,"Shockley's Ivesia, Sky Mousetail",No Intervention,Great Smoky Mountains National Park,44
Vascular Plant,Ivesia shockleyi var. shockleyi,"Shockley's Ivesia, Sky Mousetail",No Intervention,Yosemite National Park,223
Vascular Plant,Ivesia shockleyi var. shockleyi,"Shockley's Ivesia, Sky Mousetail",No Intervention,Bryce National Park,84
Vascular Plant,Ivesia shockleyi var. shockleyi,"Shockley's Ivesia, Sky Mousetail",No Intervention,Yellowstone National Park,262
Vascular Plant,Ivesia unguiculata,Yosemite Mousetail,No Intervention,Great Smoky Mountains National Park,44
Vascular Plant,Ivesia unguiculata,Yosemite Mousetail,No Intervention,Yellowstone National Park,237
Vascular Plant,Ivesia unguiculata,Yosemite Mousetail,No Intervention,Bryce National Park,95
Vascular Plant,Ivesia unguiculata,Yosemite Mousetail,No Intervention,Yosemite National Park,167
Vascular Plant,Physocarpus capitatus,Pacific Ninebark,No Intervention,Yosemite National Park,156
Vascular Plant,Physocarpus capitatus,Pacific Ninebark,No Intervention,Great Smoky Mountains National Park,113
Vascular Plant,Physocarpus capitatus,Pacific Ninebark,No Intervention,Yellowstone National Park,247
Vascular Plant,Physocarpus capitatus,Pacific Ninebark,No Intervention,Bryce National Park,112
Vascular Plant,Potentilla drummondii ssp. breweri,"Brewer's Cinquefoil, Drummond's Cinquefoil",No Intervention,Yosemite National Park,156
Vascular Plant,Potentilla drummondii ssp. breweri,"Brewer's Cinquefoil, Drummond's Cinquefoil",No Intervention,Great Smoky Mountains National Park,56
Vascular Plant,Potentilla drummondii ssp. breweri,"Brewer's Cinquefoil, Drummond's Cinquefoil",No Intervention,Yellowstone National Park,258
Vascular Plant,Potentilla drummondii ssp. breweri,"Brewer's Cinquefoil, Drummond's Cinquefoil",No Intervention,Bryce National Park,120
Vascular Plant,Potentilla drummondii ssp. bruceae,Drummond's Cinquefoil,No Intervention,Bryce National Park,127
Vascular Plant,Potentilla drummondii ssp. bruceae,Drummond's Cinquefoil,No Intervention,Yellowstone National Park,236
Vascular Plant,Potentilla drummondii ssp. bruceae,Drummond's Cinquefoil,No Intervention,Yosemite National Park,133
Vascular Plant,Potentilla drummondii ssp. bruceae,Drummond's Cinquefoil,No Intervention,Great Smoky Mountains National Park,131
Vascular Plant,Potentilla drummondii ssp. drummondii,Drummond's Cinquefoil,No Intervention,Yellowstone National Park,266
Vascular Plant,Potentilla drummondii ssp. drummondii,Drummond's Cinquefoil,No Intervention,Great Smoky Mountains National Park,64
Vascular Plant,Potentilla drummondii ssp. drummondii,Drummond's Cinquefoil,No Intervention,Yosemite National Park,153
Vascular Plant,Potentilla drummondii ssp. drummondii,Drummond's Cinquefoil,No Intervention,Bryce National Park,130
Vascular Plant,Potentilla flabellifolia,"High Mountain Cinquefoil, Mount Rainier Cinquefoil",No Intervention,Great Smoky Mountains National Park,91
Vascular Plant,Potentilla flabellifolia,"High Mountain Cinquefoil, Mount Rainier Cinquefoil",No Intervention,Yosemite National Park,116
