category,scientific_name,common_names,conservation_status
Vascular Plant,Polygonum douglasii ssp. johnstonii,Johnston's Knotweed,No Intervention
Vascular Plant,Polygonum hydropiperoides,Swamp Smartweed,No Intervention
Vascular Plant,Polygonum persicaria,"Ladysthumb, Lady's-Thumb, Ladysthumb Smartweed, Spotted Knotweed, Spotted Ladysthumb, Spotted Smartweed",No Intervention
Vascular Plant,Polygonum phytolaccifolium,"Mountain Lice, Poke Knotweed",No Intervention
Vascular Plant,Polygonum polygaloides ssp. kelloggii,Kellogg's Knotweed,No Intervention
Vascular Plant,Polygonum ramosissimum,"Bushy Knotweed, Tall Knotweed, Yellow Knotweed, Yellow-Flower Knotweed",No Intervention
Vascular Plant,Polygonum shastense,Shasta Knotweed,No Intervention
Vascular Plant,Pterostegia drymarioides,"Woodland Pterostegia, Woodland Threadstem",No Intervention
Vascular Plant,Rumex conglomeratus,"Clustered Dock, Sharp Dock",No Intervention
Vascular Plant,Rumex pulcher,Fiddle Dock,No Intervention
Vascular Plant,Rumex salicifolius var. denticulatus,"California Dock, Toothed Willow Dock",No Intervention
Vascular Plant,Parnassia californica,"California Grass Of Parnassus, California Grass-Of-Parnassus",No Intervention
Vascular Plant,Cornus nuttallii,Pacific Dogwood,No Intervention
Vascular Plant,Cornus sericea,"Redosier, Redosier Dogwood",No Intervention
Vascular Plant,Cornus sericea ssp. occidentalis,Western Dogwood,No Intervention
Vascular Plant,Cornus sericea ssp. sericea,"Redosier Dogwood, Siberian Dogwood, Tatarian Dogwood",No Intervention
Vascular Plant,Philadelphus lewisii,Lewis' Mock Orange,No Intervention
Vascular Plant,Mentzelia crocea,Sierra Blazingstar,No Intervention
Vascular Plant,Mentzelia lindleyi,Lindley's Blazingstar,No Intervention
Vascular Plant,Staphylea bolanderi,Sierra Bladdernut,No Intervention
Vascular Plant,Marah fabaceus,"California Manroot, Valley Manroot",No Intervention
Vascular Plant,Marah horridus,Sierra Manroot,No Intervention
Vascular Plant,Marah watsonii,Taw Manroot,No Intervention
Vascular Plant,Datisca glomerata,Durango Root,No Intervention
Vascular Plant,Narthecium californicum,California Bog Asphodel,No Intervention
Vascular Plant,Sambucus mexicana,Mexican Elder,No Intervention
Vascular Plant,Sambucus racemosa var. microbotrys,European Red Elderberry,No Intervention
Vascular Plant,Viburnum ellipticum,Common Viburnum,No Intervention
Vascular Plant,Lonicera conjugialis,Purpleflower Honeysuckle,No Intervention
Vascular Plant,Lonicera interrupta,Chaparral Honeysuckle,No Intervention
Vascular Plant,Lonicera involucrata var. involucrata,Twinberry Honeysuckle,No Intervention
Vascular Plant,Symphoricarpos mollis,Creeping Snowberry,No Intervention
Vascular Plant,Symphoricarpos rotundifolius var. rotundifolius,Roundleaf Snowberry,No Intervention
Vascular Plant,Plectritis ciliosa ssp. ciliosa,"Longspur Seablush, Long-Spur Seablush",No Intervention
Vascular Plant,Valeriana californica,California Valerian,No Intervention
Vascular Plant,Equisetum hyemale ssp. affine,Scouringrush Horsetail,No Intervention
Vascular Plant,Allotropa virgata,Sugarstick,No Intervention
Vascular Plant,Arctostaphylos nevadensis,Pinemat Manzanita,No Intervention
Vascular Plant,Arctostaphylos viscida ssp. mariposa,Mariposa Manzanita,No Intervention
Vascular Plant,Arctostaphylos viscida ssp. viscida,"Sticky Whiteleaf Manzanita, Whiteleaf Manzanita",No Intervention
Vascular Plant,Cassiope mertensiana,"Western Moss Heather, White Heather",No Intervention
Vascular Plant,Chimaphila umbellata,"Pipsissewa, Prince's Pine",No Intervention
Vascular Plant,Kalmia polifolia,"Bog Kalmia, Bog Laurel, Box Laurel, Swamp Laurel",No Intervention
Vascular Plant,Kalmia polifolia ssp. polifolia,Mountain Laurel,No Intervention
Vascular Plant,Leucothoe davisiae,Sierra Laurel,No Intervention
Vascular Plant,Phyllodoce breweri,"Brewer's Mountain Heather, Purple Mountainheath, Red Mountainheather",No Intervention
Vascular Plant,Pleuricospora fimbriolata,"Fringed Pinesap, Sierra Sap",No Intervention
Vascular Plant,Pyrola asarifolia,"Bog Wintergreen, Liverleaf Wintergreen, Pink Wintergreen",No Intervention
Vascular Plant,Pyrola asarifolia ssp. asarifolia,"Bog Wintergreen, Liverleaf Wintergreen",No Intervention
Vascular Plant,Pyrola picta,White-Veined Wintergreen,No Intervention
Vascular Plant,Rhododendron occidentale,"California Azalea, Sonoma Azalea, Western Azalea",No Intervention
Vascular Plant,Sarcodes sanguinea,Snowplant,No Intervention
Vascular Plant,Vaccinium parvifolium,Red Huckleberry,No Intervention
Vascular Plant,Allophyllum divaricatum,Purple False Gilyflower,No Intervention
Vascular Plant,Allophyllum gilioides ssp. gilioides,"Dense False Gilia, Dense False Gilyflower",No Intervention
Vascular Plant,Allophyllum gilioides ssp. violaceum,"Dense False Gilia, Dense False Gilyflower",No Intervention
Vascular Plant,Allophyllum integrifolium,"Mountain False Gilia, White False Gilyflower",No Intervention
Vascular Plant,Collomia grandiflora,"Grand Collomia, Largeflowered Collomia",No Intervention
Vascular Plant,Collomia heterophylla,Variableleaf Collomia,No Intervention
Vascular Plant,Collomia tinctoria,"Staining Collomia, Yellowstain Collomia",No Intervention
Vascular Plant,Eriastrum sparsiflorum,"Fewflower Woolstar, Great Basin Woollystar",No Intervention
Vascular Plant,Gilia capillaris,"Miniature Gilia, Smoothleaf Gilia",No Intervention
Vascular Plant,Gilia capitata ssp. abrotanifolia,Bluehead Gilia,No Intervention
Vascular Plant,Gilia capitata ssp. mediomontana,Foothill Gilia,No Intervention
Vascular Plant,Gilia capitata ssp. pedemontana,Bluehead Gilia,No Intervention
Vascular Plant,Gilia leptalea,Bridges' Gilia,No Intervention
Vascular Plant,Gilia leptalea ssp. bicolor,Bridges' Gilia,No Intervention
Vascular Plant,Gilia leptalea ssp. leptalea,Bridges' Gilia,No Intervention
Vascular Plant,Gilia tricolor ssp. tricolor,Bird's-Eye Gilia,No Intervention
Vascular Plant,Ipomopsis aggregata,"Scarlet Gilia, Skyrocket Gilia",No Intervention
Vascular Plant,Ipomopsis aggregata ssp. bridgesii,Scarlet Gilia,No Intervention
Vascular Plant,Ipomopsis aggregata ssp. formosissima,"Scarlet Gilia, Scarlet Skyrocket, Skyrocket Gilia",No Intervention
Vascular Plant,Leptodactylon pungens,"Common Prickly Gilia, Granite Gilia, Granite Prickly Gilia, Granite Prickly Phlox",No Intervention
Vascular Plant,Linanthus bicolor,True Babystars,No Intervention
Vascular Plant,Linanthus ciliatus,"Bristlyleaf Linanthus, Whiskerbrush",No Intervention
Vascular Plant,Linanthus dichotomus,"Evening Snow, Eveningsnow",No Intervention
Vascular Plant,Linanthus filipes,Thread Linanthus,No Intervention
Vascular Plant,Linanthus harknessii,"Harkness' Flaxflower, Threeseed Linanthus",No Intervention
Vascular Plant,Linanthus montanus,Mustang Clover,No Intervention
Vascular Plant,Linanthus nuttallii ssp. pubescens,"Nuttall's Deserttrumpets, Nuttall's Linanthus",No Intervention
Vascular Plant,Navarretia divaricata ssp. divaricata,Divaricate Navarretia,No Intervention
Vascular Plant,Navarretia divaricata ssp. vividior,Divaricate Navarretia,No Intervention
Vascular Plant,Navarretia intertexta ssp. intertexta,Needleleaf Navarretia,No Intervention
Vascular Plant,Navarretia viscidula,Sticky Pincushionplant,No Intervention
Vascular Plant,Phlox caespitosa,"Douglas Phlox, Tufted Phlox",No Intervention
Vascular Plant,Phlox condensata,Dwarf Phlox,No Intervention
Vascular Plant,Phlox diffusa,Spreading Phlox,No Intervention
Vascular Plant,Phlox gracilis,Slender Phlox,No Intervention
Vascular Plant,Phlox speciosa ssp. occidentalis,Showy Phlox,No Intervention
Vascular Plant,Polemonium californicum,Moving Polemonium,No Intervention
Vascular Plant,Polemonium eximium,Skypilot,No Intervention
Vascular Plant,Anagallis arvensis,"Pimpernel, Scarlet Pimpernel",No Intervention
Vascular Plant,Androsace septentrionalis ssp. subumbellata,Pygmyflower Rockjasmine,No Intervention
Vascular Plant,Dodecatheon alpinum,Alpine Shootingstar,No Intervention
Vascular Plant,Dodecatheon hendersonii,Mosquito Bills,No Intervention
Vascular Plant,Dodecatheon jeffreyi,Sierrra Shootingstar,No Intervention
Vascular Plant,Dodecatheon subalpinum,Sierra Shootingstar,No Intervention
Vascular Plant,Primula suffrutescens,Sierra Primrose,No Intervention
Vascular Plant,Trientalis latifolia,"Broadleaf Starflower, Western Starflower",No Intervention
Vascular Plant,Astragalus bolanderi,Bolander's Milkvetch,No Intervention
Vascular Plant,Astragalus congdonii,Congdon's Milkvetch,No Intervention
Vascular Plant,Astragalus kentrophyta var. danaus,Spiny Milkvetch,No Intervention
Vascular Plant,Astragalus lentiginosus var. ineptus,"Freckled Milkvetch, Homely Milkvetch",No Intervention
Vascular Plant,Astragalus purshii var. lectulus,"Sierran Milkvetch, Woollypod Milkvetch",No Intervention
Vascular Plant,Astragalus whitneyi var. whitneyi,"Balloonpod Milkvetch, Whitney's Milkvetch",No Intervention
Vascular Plant,Cercis occidentalis,California Redbud,No Intervention
Vascular Plant,Hoita macrostachya,Large Leather-Root,No Intervention
Vascular Plant,Lathyrus jepsonii var. californicus,California Pea,No Intervention
Vascular Plant,Lathyrus lanszwertii var. aridus,Nevada Pea,No Intervention
Vascular Plant,Lathyrus lanszwertii var. lanszwertii,"Lanszwert's Pea, Lanszwert's Peavine",No Intervention
Vascular Plant,Lathyrus latifolius,"Everlasting Peavine, Everlasting-Pea, Perennial Pea, Perennial Peavine, Perennial Sweetpea",No Intervention
Vascular Plant,Lathyrus sulphureus,"Snub Pea, Sulfur Pea",No Intervention
Vascular Plant,Lotus argophyllus var. fremontii,Fremont's Birdsfoot Trefoil,No Intervention
Vascular Plant,Lotus crassifolius var. crassifolius,Big Deervetch,No Intervention
Vascular Plant,Lotus humistratus,"Foothill Deervetch, Maresfat",No Intervention
Vascular Plant,Lotus micranthus,Desert Deervetch,No Intervention
Vascular Plant,Lotus nevadensis var. nevadensis,"Nevada Bird's-Foot Trefoil, Nevada Trefoil",No Intervention
Vascular Plant,Lotus oblongifolius var. oblongifolius,"Streambank Bird's-Foot Trefoil, Streambank Trefoil",No Intervention
Vascular Plant,Lotus scoparius var. scoparius,Common Deerweed,No Intervention
Vascular Plant,Lotus strigosus,"Bishop's Lotus, Strigose Bird's-Foot Trefoil, Strigose Bird's-Foot-Trefoil",No Intervention
Vascular Plant,Lotus wrangelianus,Chilean Bird's-Foot Trefoil,No Intervention
Vascular Plant,Lupinus adsurgens,Drew's Silky Lupine,No Intervention
Vascular Plant,Lupinus albicaulis,Sicklekeel Lupine,No Intervention
Vascular Plant,Lupinus albifrons var. albifrons,Silver Lupine,No Intervention
Vascular Plant,Lupinus andersonii,Anderson's Lupine,No Intervention
Vascular Plant,Lupinus arbustus,"Longspur Lupine, Spurred Lupine",No Intervention
Vascular Plant,Lupinus argenteus var. meionanthus,Lake Tahoe Lupine,No Intervention
Vascular Plant,Lupinus benthamii,Spider Lupine,No Intervention
Vascular Plant,Lupinus bicolor,"Bicolor Lupine, Miniature Lupine",No Intervention
Vascular Plant,Lupinus breweri var. breweri,Brewer's Lupine,No Intervention
Vascular Plant,Lupinus breweri var. bryoides,Matted Lupine,No Intervention
Vascular Plant,Lupinus breweri var. grandiflorus,Matted Lupine,No Intervention
Vascular Plant,Lupinus covillei,Shaggy Lupine,No Intervention
Vascular Plant,Lupinus formosus var. formosus,Summer Lupine,No Intervention
Vascular Plant,Lupinus fulcratus,Greenstipule Lupine,No Intervention
Vascular Plant,Lupinus gracilentus,Green Slender Lupine,No Intervention
Vascular Plant,Lupinus grayi,"Gray's Lupine, Sierra Lupine",No Intervention
Vascular Plant,Lupinus latifolius,"Broadleaf Lupine, Broad-Leaf Lupine",No Intervention
Vascular Plant,Lupinus nanus,"Annual Lupine, Sky Lupine",No Intervention
Vascular Plant,Lupinus pratensis var. pratensis,Inyo Meadow Lupine,No Intervention
Vascular Plant,Lupinus rivularis,Riverbank Lupine,No Intervention
Vascular Plant,Lupinus stiversii,Harlequin Annual Lupine,No Intervention
Vascular Plant,Medicago polymorpha,"Bur Clover, Bur Medick, Burclover, California Burclover, Toothed Medick",No Intervention
Vascular Plant,Melilotus alba,White Sweetclover,No Intervention
Vascular Plant,Melilotus indica,Sourclover,No Intervention
Vascular Plant,Trifolium bolanderi,Parasol Clover,Species of Concern
Vascular Plant,Trifolium breweri,Forest Clover,No Intervention
Vascular Plant,Trifolium ciliolatum,Foothill Clover,No Intervention
Vascular Plant,Trifolium cyathiferum,Cup Clover,No Intervention
Vascular Plant,Trifolium gracilentum var. gracilentum,Pinpoint Clover,No Intervention
Vascular Plant,Trifolium microcephalum,"Littlehead Clover, Smallhead Clover, Small-Head Clover",No Intervention
Vascular Plant,Trifolium obtusiflorum,Clammy Clover,No Intervention
Vascular Plant,Trifolium oliganthum,Fewflower Clover,No Intervention
Vascular Plant,Trifolium variegatum,"Whitetip Clover, White-Tip Clover",No Intervention
Vascular Plant,Trifolium willdenovii,Tomcat Clover,No Intervention
Vascular Plant,Trifolium wormskioldii,"Cow Clover, Cows Clover, Sierra Clover",No Intervention
Vascular Plant,Vicia benghalensis,"Purple Vetch, Reddish Tufted Vetch",No Intervention
Vascular Plant,Alnus incana ssp. tenuifolia,"Mountain Alder, Speckled Alder, Thinleaf Alder",No Intervention
Vascular Plant,Alnus rhombifolia,"Rhombie Leaf Alder, White Alder",No Intervention
Vascular Plant,Corylus cornuta var. californica,"California Hazel, California Hazelnut",No Intervention
Vascular Plant,Chrysolepis sempervirens,"Bush Chinquapin, Sierra Chinkapin",No Intervention
Vascular Plant,Lithocarpus densiflorus var. echinoides,Tanoak,No Intervention
Vascular Plant,Quercus chrysolepis,Canyon Live Oak,No Intervention
Vascular Plant,Quercus douglasii,Blue Oak,No Intervention
Vascular Plant,Quercus garryana var. breweri,Oregon White Oak,No Intervention
Vascular Plant,Quercus kelloggii,California Black Oak,No Intervention
Vascular Plant,Quercus lobata,"California White Oak, Valley Oak",No Intervention
Vascular Plant,Quercus wislizeni var. wislizeni,Interior Live Oak,No Intervention
Vascular Plant,Myrica hartwegii,"Sierra Bayberry, Sierra Sweet-Bay",No Intervention
Vascular Plant,Garrya fremontii,Bearbrush,No Intervention
Vascular Plant,Asclepias californica,"California Milkweed, Round-Hood Milkweed, Woolly Milkweed",No Intervention
Vascular Plant,Asclepias cordifolia,"Heartleaf Milkweed, Purple Milkweed",No Intervention
Vascular Plant,Asclepias fascicularis,"Mexican Whorled Milkweed, Narrowleaf Milkweed, Narrow-Leaved Milkweed",No Intervention
Vascular Plant,Vinca major,"Bigleaf Periwinkle, Greater Periwinkle, Periwinkle",No Intervention
Vascular Plant,Centaurium venustum,Charming Centaury,No Intervention
Vascular Plant,Gentiana calycosa,"Mountain Bog Gentian, Rainier Pleated Gentian",No Intervention
Vascular Plant,Gentiana newberryi var. tiogana,Tioga Gentian,No Intervention
Vascular Plant,Gentianella amarella ssp. acuta,"Autumn Dwarf Gentian, Autumn Dwarfgentian, Autumn Dwarf-Gentian",No Intervention
Vascular Plant,Gentianella tenella ssp. tenella,"Dane's Dwarf Gentian, Dane's Dwarfgentian",No Intervention
Vascular Plant,Gentianopsis holopetala,"Sierra Fringed Gentian, Sierra Gentian",No Intervention
Vascular Plant,Galium aparine,"Bedstraw, Catchweed Bedstraw, Cleavers, Cleaverwort, Goose Grass, Scarthgrass, Stickywilly, Sticky-Willy, White Hedge",No Intervention
Vascular Plant,Galium bolanderi,Bolander's Bedstraw,No Intervention
Vascular Plant,Galium hypotrichium ssp. hypotrichium,Alpine Bedstraw,No Intervention
Vascular Plant,Galium multiflorum,"Manyflower Bedstraw, Shrubby Bedstraw",No Intervention
Vascular Plant,Galium parisiense,Wall Bedstraw,No Intervention
Vascular Plant,Galium porrigens var. tenue,Graceful Bedstraw,No Intervention
Vascular Plant,Galium sparsiflorum,Sequoia Bedstraw,No Intervention
Vascular Plant,Galium sparsiflorum ssp. sparsiflorum,Sequoia Bedstraw,No Intervention
Vascular Plant,Erodium botrys,Longbeak Stork's Bill,No Intervention
Vascular Plant,Erodium brachycarpum,Shortfruit Stork's Bill,No Intervention
Vascular Plant,Geranium californicum,California Cranesbill,No Intervention
Vascular Plant,Geranium carolinianum,"Carolina Crane's-Bill, Carolina Geranium",No Intervention
Vascular Plant,Geranium dissectum,Cutleaf Geranium,No Intervention
Vascular Plant,Geranium robertianum,Robert's Geranium,No Intervention
Vascular Plant,Isoetes howellii,Howell's Quillwort,No Intervention
Vascular Plant,Isoetes nuttallii,Nuttall's Quillwort,No Intervention
Vascular Plant,Glechoma hederacea,"Creeping Charlie, Gill-Over-The-Ground, Ground Ivy, Groundivy, Haymaids",No Intervention
Vascular Plant,Lepechinia calycina,Woodbalm,No Intervention
Vascular Plant,Marrubium vulgare,"Horehound, White Horehound",No Intervention
Vascular Plant,Mentha arvensis,"Field Mint, Wild Mint",No Intervention
Vascular Plant,Monardella glauca,"Blue Monardella, Gray Monardella, Pale Monardella",No Intervention
Vascular Plant,Monardella lanceolata,"Mustang Mint, Mustang Monardella, Mustang Mountainbalm",No Intervention
Vascular Plant,Monardella odoratissima ssp. pallida,"Alpine Mountainbalm, Mountain Monardella",No Intervention
Vascular Plant,Monardella sheltonii,Shelton's Monardella,No Intervention
Vascular Plant,Pycnanthemum californicum,Sierra Mint,No Intervention
Vascular Plant,Salvia columbariae,Chia,No Intervention
Vascular Plant,Satureja douglasii,Yerba Buena,No Intervention
Vascular Plant,Scutellaria bolanderi ssp. bolanderi,Sierra Skullcap,No Intervention
Vascular Plant,Scutellaria siphocampyloides,Grayleaf Skullcap,No Intervention
Vascular Plant,Scutellaria tuberosa,Danny's Skullcap,No Intervention
Vascular Plant,Stachys albens,"White Hedgenettle, Whitestem Hedgenettle",No Intervention
Vascular Plant,Trichostema lanceolatum,Vinegarweed,No Intervention
Vascular Plant,Trichostema oblongum,Oblong Bluecurls,No Intervention
Vascular Plant,Utricularia gibba,"Conespur Bladderpod, Humped Bladderwort",No Intervention
Vascular Plant,Utricularia intermedia,"Flatleaf Bladderwort, Flat-Leaf Bladderwort, Mountain Bladderwort",No Intervention
Vascular Plant,Lindernia dubia,"Moistbank Pimpernel, Shortstalk Lindernia, Yellowseed False Pimpernel, Yellow-Seed False Pimpernel",No Intervention
Vascular Plant,Lindernia dubia var. anagallidea,"False Pimpernel, Yellowseed False Pimpernel, Yellow-Seed False Pimpernel",No Intervention
Vascular Plant,Fraxinus dipetala,"California Ash, Two-Petal Ash",No Intervention
Vascular Plant,Fraxinus latifolia,Oregon Ash,No Intervention
Vascular Plant,Castilleja applegatei,"Pine Indian Paintbrush, Wavyleaf Indian Paintbrush, Wavyleaf Paintbrush",No Intervention
Vascular Plant,Castilleja applegatei ssp. disticha,Wavyleaf Indian Paintbrush,No Intervention
Vascular Plant,Castilleja applegatei ssp. pallida,Wavyleaf Indian Paintbrush,No Intervention
Vascular Plant,Castilleja applegatei ssp. pinetorum,Wavyleaf Indian Paintbrush,No Intervention
Vascular Plant,Castilleja attenuata,"Attenuate Indian Paintbrush, Indian Paintbrush",No Intervention
Vascular Plant,Castilleja densiflora ssp. densiflora,Denseflower Indian Paintbrush,No Intervention
Vascular Plant,Castilleja exserta ssp. exserta,"Exserted Indian Paintbrush, Owl Clover",No Intervention
Vascular Plant,Castilleja foliolosa,Texas Indian Paintbrush,No Intervention
Vascular Plant,Castilleja lacera,Cutleaf Indian Paintbrush,No Intervention
Vascular Plant,Castilleja lemmonii,"Lemmon's Indian Paintbrush, Lemmon's Paintbrush",No Intervention
Vascular Plant,Castilleja miniata ssp. miniata,Giant Red Indian Paintbrush,No Intervention
Vascular Plant,Castilleja minor ssp. spiralis,"Annual Indian Paintbrush, Lesser Indian Paintbrush",No Intervention
Vascular Plant,Castilleja nana,"Dwarf Alpine Indian Paintbrush, Dwarf Alpine Paintbrush",No Intervention
Vascular Plant,Castilleja parviflora,Mountain Indian Paintbrush,No Intervention
Vascular Plant,Castilleja pilosa,"Hairy Paintbrush, Parrothead Indian Paintbrush",No Intervention
Vascular Plant,Castilleja tenuis,"Hairy Indian Paintbrush, Slender Paintbrush",No Intervention
Vascular Plant,Cordylanthus rigidus ssp. brevibracteatus,Stiffbranch Bird's Beak,No Intervention
Vascular Plant,Cordylanthus rigidus ssp. rigidus,Stiffbranch Bird's Beak,No Intervention
Vascular Plant,Cordylanthus tenuis ssp. tenuis,"Slender Bird's Beak, Slender Bird'sbeak",No Intervention
Vascular Plant,Orobanche californica ssp. grayana,Gray's Broomrape,No Intervention
Vascular Plant,Orobanche uniflora,"Naked Broomrape, Naked Broom-Rape, Oneflowered Broomrape",No Intervention
Vascular Plant,Orthocarpus cuspidatus ssp. cryptanthus,"Cryptantha Owlclover, Cryptantha Owl's-Clover",No Intervention
Vascular Plant,Pedicularis attollens,Little Elephantshead,No Intervention
Vascular Plant,Pedicularis semibarbata,"Bearded Lousewort, Pinewoods Lousewort",No Intervention
Vascular Plant,Mimulus angustatus,Purplelip Pansy Monkeyflower,No Intervention
Vascular Plant,Mimulus bicolor,Yellow And White Monkeyflower,No Intervention
Vascular Plant,Mimulus bolanderi,Bolander's Monkeyflower,No Intervention
Vascular Plant,Mimulus cardinalis,"Crimson Monkeyflower, Scarlet Monkeyflower, Scarlet Monkey-Flower",No Intervention
Vascular Plant,Mimulus congdonii,Congdon's Monkeyflower,No Intervention
Vascular Plant,Mimulus douglasii,Brownies,No Intervention
Vascular Plant,Mimulus filicaulis,"Hetch Hetchy Monkey-Flower, Slenderstem Monkeyflower",Species of Concern
Vascular Plant,Mimulus inconspicuus,Smallflower Monkeyflower,No Intervention
Vascular Plant,Mimulus kelloggii,Kellogg's Monkeyflower,No Intervention
Vascular Plant,Mimulus laciniatus,Cutleaf Monkeyflower,No Intervention
Vascular Plant,Mimulus layneae,Layne's Monkeyflower,No Intervention
Vascular Plant,Mimulus leptaleus,"Least Monkeyflower, Slender Monkeyflower",No Intervention
Vascular Plant,Mimulus mephiticus,"Foul Odor Monkeyflower, Foul-Odor Monkeyflower",No Intervention
Vascular Plant,Mimulus montioides,"Mointain Monkeyflower, Mountain Monkeyflower",No Intervention
Vascular Plant,Mimulus palmeri,Palmer's Monkeyflower,No Intervention
Vascular Plant,Mimulus pilosus,False Monkeyflower,No Intervention
Vascular Plant,Mimulus primuloides,"Primrose Monkeyflower, Yellow Creeping Monkey-Flower",No Intervention
Vascular Plant,Mimulus pulchellus,Yellowlip Pansy Monkeyflower,No Intervention
Vascular Plant,Mimulus pulsiferae,Candelabrum Monkeyflower,No Intervention
Vascular Plant,Mimulus tilingii,"Subalpine Monkeyflower, Subalpine Monkey-Flower, Tiling's Monkeyflower",No Intervention
Vascular Plant,Mimulus torreyi,Torrey's Monkeyflower,No Intervention
Vascular Plant,Mimulus viscidus,Sticky Monkeyflower,No Intervention
Vascular Plant,Callitriche heterophylla var. bolanderi,Bolander's Water-Starwort,No Intervention
Vascular Plant,Callitriche marginata,Winged Water-Starwort,Species of Concern
Vascular Plant,Collinsia bartsiifolia var. davidsonii,Davidson's Blue Eyed Mary,No Intervention
Vascular Plant,Collinsia childii,Child's Blue Eyed Mary,No Intervention
Vascular Plant,Collinsia heterophylla,Purple Chinese Houses,No Intervention
Vascular Plant,Collinsia linearis,Narrowleaf Blue Eyed Mary,No Intervention
Vascular Plant,Collinsia tinctoria,Sticky Chinese Houses,No Intervention
Vascular Plant,Collinsia torreyi var. torreyi,"Torrey's Blue Eyed Mary, Torrey's Blue-Eyed Mary",No Intervention
Vascular Plant,Collinsia torreyi var. wrightii,Wright's Blue Eyed Mary,No Intervention
Vascular Plant,Digitalis purpurea,Purple Foxglove,No Intervention
Vascular Plant,Gratiola ebracteata,Bractless Hedgehyssop,No Intervention
Vascular Plant,Gratiola neglecta,"Clammy Hedgehyssop, Clammy Hedge-Hyssop, Drug Hedgehyssop, Hedge Hyssop, Neglected Hedgehyssop",No Intervention
Vascular Plant,Limosella acaulis,Owyhee Mudwort,No Intervention
Vascular Plant,Penstemon azureus var. angustissimus,Azure Penstemon,No Intervention
Vascular Plant,Penstemon davidsonii var. davidsonii,Davidson's Penstemon,No Intervention
Vascular Plant,Penstemon heterodoxus,"Sierra Beardtongue, Sierra Penstemon",No Intervention
Vascular Plant,Penstemon heterodoxus var. heterodoxus,Sierra Beardtongue,No Intervention
Vascular Plant,Penstemon heterophyllus var. purdyi,Purdy's Penstemon,No Intervention
Vascular Plant,Penstemon procerus var. formosus,"Pincushion Beardtongue, Pincushion Penstemon",No Intervention
Vascular Plant,Penstemon roezlii,Roezl's Penstemon,No Intervention
Vascular Plant,Penstemon rostriflorus,"Beaked Beardtongue, Beakflower Penstemon, Bridges' Penstemon",No Intervention
Vascular Plant,Penstemon rydbergii var. oreocharis,Herbaceous Penstemon,No Intervention
Vascular Plant,Penstemon speciosus,"Prairie-Clover, Royal Penstemon",No Intervention
Vascular Plant,Plantago erecta,Dotseed Plantain,No Intervention
Vascular Plant,Veronica anagallis-aquatica,"Blue Water Speedwell, Water Speedwell",No Intervention
Vascular Plant,Veronica cusickii,Cusick's Speedwell,No Intervention
Vascular Plant,Veronica peregrina ssp. xalapensis,"Hairy Purslane Speedwell, Neckweed",No Intervention
Vascular Plant,Veronica persica,"Bird-Eye Speedwell, Birdseye Speedwell, Persian Speedwell, Winter Speedwell",No Intervention
Vascular Plant,Veronica serpyllifolia ssp. humifusa,"Brightblue Speedwell, Thyme-Leaf Speedwell",No Intervention
Vascular Plant,Scrophularia californica ssp. floribunda,California Figwort,No Intervention
Vascular Plant,Scrophularia desertorum,"Desert Figwort, Mountain Figwort",No Intervention
Vascular Plant,Verbena hastata,"Blue Verbena, Blue Vervain, Simpler's-Joy, Swamp Verbena",No Intervention
Vascular Plant,Verbena lasiostachys var. lasiostachys,Western Vervain,No Intervention
Vascular Plant,Calycanthus occidentalis,"California Spicebush, California-Allspice, Western Sweetshrub",No Intervention
Vascular Plant,Umbellularia californica,California Laurel,No Intervention
Vascular Plant,Calochortus albus,White Fairy-Lantern,No Intervention
Vascular Plant,Calochortus invenustus,Plain Mariposa Lily,No Intervention
Vascular Plant,Calochortus leichtlinii,"Leichtlin's Mariposa Lily, Smokey Mariposa",No Intervention
Vascular Plant,Calochortus luteus,Yellow Mariposa Lily,No Intervention
Vascular Plant,Calochortus minimus,Sierra Mariposa Lily,No Intervention
Vascular Plant,Calochortus nudus,Naked Mariposa Lily,No Intervention
Vascular Plant,Calochortus superbus,Yellow Mariposa,No Intervention
Vascular Plant,Calochortus venustus,Butterfly Mariposa Lily,No Intervention
Vascular Plant,Calochortus vestae,Coast Range Mariposa Lily,No Intervention
Vascular Plant,Clintonia uniflora,Bride's Bonnet,No Intervention
Vascular Plant,Disporum hookeri,Drops Of Gold,No Intervention
Vascular Plant,Erythronium purpurascens,Purple Fawnlily,No Intervention
Vascular Plant,Fritillaria micrantha,Brown Fritillary,No Intervention
Vascular Plant,Fritillaria pinetorum,"Davidson's Fritillary, Pinewoods Fritillary",No Intervention
Vascular Plant,Lilium parvum,"Sierra Tiger Lily, Sierra Tigerlily",No Intervention
Vascular Plant,Lilium washingtonianum ssp. washingtonianum,Typical Washington Lily,No Intervention
Vascular Plant,Trillium angustipetalum,Narrowpetal Wakerobin,No Intervention
Vascular Plant,Veratrum californicum var. californicum,"California False Hellebore, California Falsehellebore",No Intervention
Vascular Plant,Zigadenus exaltatus,Giant Deathcamas,No Intervention
Vascular Plant,Zigadenus paniculatus,"Foothill Deathcamas, Sand-Corn",No Intervention
Vascular Plant,Zigadenus venenosus var. venenosus,Meadow Deathcamas,No Intervention
Vascular Plant,Chamaesyce serpyllifolia ssp. serpyllifolia,"Thymeleaf Sandmat, Thyme-Leaf Sandmat, Thymeleaf Spurge",No Intervention
